Time(s) | Δt(s) | Hz | Note | Cents | Amplitude
1745299789.44 | 0.02 | 473.30 | B`4 | -23.70 | 0.58
1745299789.44 | 0.00 | 480.49 | B`4 | 2.40 | 0.65
1745299789.49 | 0.04 | 460.77 | A#4 | -20.15 | 0.35
1745299789.50 | 0.01 | 479.51 | B`4 | -1.12 | 0.50
1745299789.54 | 0.04 | 467.65 | B-4 | 5.53 | 0.46
1745299789.56 | 0.02 | 469.35 | B-4 | 11.79 | 0.53
1745299789.56 | 0.00 | 449.81 | A~4 | -11.84 | 0.41
1745299789.57 | 0.01 | 443.51 | A4 | 13.75 | 0.28
1745299789.59 | 0.02 | 443.97 | A4 | 15.55 | 0.41
1745299789.59 | 0.00 | 447.29 | A~4 | -21.56 | 0.34
1745299789.60 | 0.01 | 447.21 | A~4 | -21.84 | 0.30
1745299789.62 | 0.01 | 446.45 | A~4 | -24.81 | 0.38
1745299789.64 | 0.02 | 444.81 | A4 | 18.83 | 0.26
1745299789.64 | 0.00 | 446.79 | A~4 | -23.49 | 0.28
1745299789.65 | 0.01 | 446.59 | A~4 | -24.25 | 0.25
1745299789.67 | 0.02 | 397.65 | G4 | 24.78 | 0.36
1745299789.67 | 0.00 | 401.03 | G~4 | -10.55 | 0.53
1745299789.69 | 0.01 | 594.48 | D5 | 20.94 | 0.37
1745299789.71 | 0.02 | 398.79 | G~4 | -20.25 | 0.29
1745299789.71 | 0.00 | 395.86 | G4 | 17.01 | 0.44
1745299789.72 | 0.01 | 1228.51 | D#6 | -22.40 | 0.35
1745299789.73 | 0.01 | 588.24 | D5 | 2.68 | 0.50
1745299789.76 | 0.02 | 1209.34 | D~6 | 0.37 | 0.60
1745299789.76 | 0.00 | 1205.35 | D~6 | -5.35 | 0.65
1745299789.77 | 0.01 | 1187.21 | D6 | 18.40 | 0.45
1745299789.80 | 0.04 | 1212.62 | D~6 | 5.06 | 0.39
1745299789.82 | 0.01 | 1184.00 | D6 | 13.72 | 0.37
1745299789.84 | 0.02 | 1196.98 | D~6 | -17.42 | 0.38
1745299789.84 | 0.00 | 1199.11 | D~6 | -14.33 | 0.35
1745299789.86 | 0.02 | 395.20 | G4 | 14.09 | 0.26
1745299789.86 | 0.00 | 394.18 | G4 | 9.63 | 0.29
1745299789.87 | 0.01 | 398.00 | G~4 | -23.67 | 0.29
1745299789.88 | 0.01 | 398.43 | G~4 | -21.81 | 0.28
1745299789.90 | 0.01 | 399.05 | G~4 | -19.13 | 0.21
1745299789.91 | 0.01 | 402.28 | G~4 | -5.17 | 0.16
1745299789.94 | 0.04 | 393.54 | G4 | 6.81 | 0.14
1745299789.97 | 0.01 | 221.07 | A3 | 8.37 | 0.21
1745299790.00 | 0.04 | 1568.38 | G6 | 0.44 | 0.29
1745299790.02 | 0.01 | 299.67 | D~4 | -14.97 | 0.31
1745299790.04 | 0.02 | 1565.52 | G6 | -2.72 | 0.24
1745299790.04 | 0.00 | 576.02 | C#~5 | 16.34 | 0.21
1745299790.06 | 0.02 | 289.89 | D4 | -22.40 | 0.24
1745299790.06 | 0.00 | 1478.88 | F#6 | -1.28 | 0.21
1745299790.07 | 0.01 | 299.78 | D~4 | -14.31 | 0.22
1745299790.12 | 0.01 | 1219.61 | D~6 | 15.01 | 0.22
1745299790.16 | 0.04 | 1188.43 | D6 | 20.18 | 0.17
1745299790.17 | 0.01 | 393.62 | G4 | 7.16 | 0.18
1745299790.22 | 0.01 | 397.43 | G4 | 23.82 | 0.17
1745299790.23 | 0.01 | 1417.28 | F~6 | -24.95 | 0.18
1745299790.24 | 0.01 | 619.48 | D#5 | -7.72 | 0.20
1745299790.25 | 0.01 | 598.36 | D~5 | -17.78 | 0.25
1745299790.26 | 0.01 | 614.22 | D#5 | -22.50 | 0.23
1745299790.29 | 0.02 | 292.97 | D4 | -4.07 | 0.22
1745299790.29 | 0.00 | 297.85 | D4 | 24.52 | 0.31
1745299790.32 | 0.04 | 391.89 | G4 | -0.48 | 0.21
1745299790.33 | 0.01 | 478.46 | B`4 | -4.94 | 0.20
1745299790.37 | 0.02 | 436.42 | A4 | -14.14 | 0.17
1745299790.37 | 0.00 | 569.96 | C#~5 | -1.99 | 0.29
1745299790.39 | 0.01 | 618.99 | D#5 | -9.09 | 0.21
1745299790.44 | 0.04 | 392.57 | G4 | 2.54 | 0.18
1745299790.45 | 0.01 | 389.12 | G4 | -12.73 | 0.14
1745299790.50 | 0.00 | 802.99 | G~5 | -8.54 | 0.30
1745299790.51 | 0.01 | 397.07 | G4 | 22.25 | 0.21
1745299790.52 | 0.01 | 394.26 | G4 | 9.97 | 0.24
1745299790.55 | 0.02 | 397.58 | G4 | 24.50 | 0.35
1745299790.55 | 0.00 | 1197.32 | D~6 | -16.92 | 0.37
1745299790.56 | 0.01 | 395.90 | G4 | 17.14 | 0.32
1745299790.58 | 0.02 | 396.49 | G4 | 19.72 | 0.21
1745299790.58 | 0.00 | 403.08 | G~4 | -1.71 | 0.26
1745299790.59 | 0.01 | 1244.48 | D#6 | -0.04 | 0.20
1745299790.60 | 0.01 | 398.35 | G~4 | -22.16 | 0.22
1745299790.62 | 0.01 | 395.99 | G4 | 17.55 | 0.22
1745299790.63 | 0.01 | 1202.16 | D~6 | -9.93 | 0.29
1745299790.66 | 0.04 | 560.18 | C#5 | 18.06 | 0.31
1745299790.69 | 0.02 | 406.98 | G~4 | 14.94 | 0.21
1745299790.69 | 0.00 | 432.98 | G#~4 | 22.17 | 0.27
1745299790.70 | 0.01 | 445.15 | A4 | 20.14 | 0.27
1745299790.71 | 0.01 | 439.30 | A4 | -2.78 | 0.31
1745299790.75 | 0.04 | 454.34 | A~4 | 5.53 | 0.27
1745299790.77 | 0.02 | 457.01 | A~4 | 15.67 | 0.30
1745299790.77 | 0.00 | 467.59 | B-4 | 5.30 | 0.26
1745299790.78 | 0.01 | 463.89 | A#4 | -8.46 | 0.42
1745299790.79 | 0.01 | 475.87 | B`4 | -14.34 | 0.30
1745299790.83 | 0.04 | 960.81 | B`5 | 2.09 | 0.27
1745299790.85 | 0.02 | 471.44 | B-4 | 19.49 | 0.39
1745299790.85 | 0.00 | 467.78 | B-4 | 5.98 | 0.34
1745299790.86 | 0.01 | 467.19 | B-4 | 3.80 | 0.30
1745299790.87 | 0.01 | 480.41 | B`4 | 2.10 | 0.22
1745299790.89 | 0.01 | 474.53 | B`4 | -19.20 | 0.30
1745299790.92 | 0.04 | 528.36 | C5 | 16.83 | 0.39
1745299790.99 | 0.04 | 309.21 | D#4 | -10.68 | 0.33
1745299791.01 | 0.01 | 528.29 | C5 | 16.60 | 0.31
1745299791.02 | 0.01 | 519.99 | C5 | -10.83 | 0.34
1745299791.03 | 0.01 | 511.11 | B~4 | 9.35 | 0.31
1745299791.04 | 0.01 | 477.89 | B`4 | -6.99 | 0.40
1745299791.05 | 0.01 | 475.94 | B`4 | -14.07 | 0.37
1745299791.06 | 0.01 | 470.90 | B-4 | 17.49 | 0.47
1745299791.08 | 0.01 | 472.24 | B-4 | 22.43 | 0.30
1745299791.11 | 0.04 | 466.76 | B-4 | 2.23 | 0.29
1745299791.15 | 0.04 | 970.31 | B`5 | 19.13 | 0.33
1745299791.16 | 0.01 | 466.75 | B-4 | 2.17 | 0.25
1745299791.18 | 0.02 | 455.75 | A~4 | 10.88 | 0.29
1745299791.18 | 0.00 | 464.81 | A#4 | -5.03 | 0.28
1745299791.19 | 0.01 | 456.92 | A~4 | 15.33 | 0.36
1745299791.23 | 0.04 | 454.75 | A~4 | 7.07 | 0.38
1745299791.24 | 0.01 | 456.50 | A~4 | 13.73 | 0.26
1745299791.25 | 0.01 | 454.62 | A~4 | 6.59 | 0.33
1745299791.27 | 0.01 | 449.11 | A~4 | -14.52 | 0.35
1745299791.28 | 0.01 | 449.74 | A~4 | -12.08 | 0.30
1745299791.29 | 0.01 | 453.94 | A~4 | 4.00 | 0.25
1745299791.31 | 0.02 | 514.11 | B~4 | 19.48 | 0.35
1745299791.31 | 0.00 | 506.11 | B~4 | -7.68 | 0.46
1745299791.32 | 0.01 | 506.07 | B~4 | -7.82 | 0.34
1745299791.35 | 0.02 | 613.21 | D~5 | 24.65 | 0.46
1745299791.35 | 0.00 | 405.14 | G~4 | 7.09 | 0.38
1745299791.36 | 0.01 | 172.27 | F3 | -23.44 | 0.34
1745299791.38 | 0.02 | 384.88 | F#~4 | 18.28 | 0.38
1745299791.38 | 0.00 | 595.53 | D5 | 24.00 | 0.38
1745299791.39 | 0.01 | 1148.82 | C#~6 | 11.49 | 0.38
1745299791.40 | 0.01 | 1204.00 | D~6 | -7.29 | 0.36
1745299791.43 | 0.02 | 1177.81 | D6 | 4.64 | 0.27
1745299791.43 | 0.00 | 389.79 | G4 | -9.76 | 0.26
1745299791.44 | 0.01 | 612.84 | D~5 | 23.60 | 0.26
1745299791.45 | 0.01 | 438.51 | A4 | -5.87 | 0.28
1745299791.50 | 0.01 | 443.19 | A4 | 12.49 | 0.33
1745299791.50 | 0.00 | 441.90 | A4 | 7.44 | 0.31
1745299791.52 | 0.02 | 440.99 | A4 | 3.90 | 0.29
1745299791.54 | 0.02 | 442.03 | A4 | 7.96 | 0.42
1745299791.55 | 0.00 | 443.89 | A4 | 15.23 | 0.31
1745299791.56 | 0.01 | 445.70 | A4 | 22.28 | 0.29
1745299791.59 | 0.04 | 442.33 | A4 | 9.16 | 0.31
1745299791.59 | 0.00 | 440.51 | A4 | 2.01 | 0.26
1745299791.60 | 0.01 | 435.62 | A4 | -17.32 | 0.31
1745299791.63 | 0.02 | 432.27 | G#~4 | 19.31 | 0.27
1745299791.63 | 0.00 | 442.65 | A4 | 10.38 | 0.34
1745299791.64 | 0.01 | 462.73 | A#4 | -12.81 | 0.31
1745299791.66 | 0.02 | 464.81 | A#4 | -5.02 | 0.43
1745299791.66 | 0.00 | 452.51 | A~4 | -1.47 | 0.41
1745299791.67 | 0.01 | 385.12 | F#~4 | 19.35 | 0.46
1745299791.69 | 0.01 | 1168.73 | D6 | -8.76 | 0.36
1745299791.71 | 0.02 | 386.10 | F#~4 | 23.78 | 0.42
1745299791.71 | 0.00 | 201.77 | G~3 | 0.22 | 0.49
1745299791.72 | 0.01 | 1087.55 | C~6 | 16.60 | 0.40
1745299791.74 | 0.02 | 354.30 | F4 | 24.97 | 0.43
1745299791.74 | 0.00 | 353.14 | F4 | 19.29 | 0.43
1745299791.77 | 0.02 | 349.95 | F4 | 3.60 | 0.52
1745299791.77 | 0.00 | 1086.49 | C~6 | 14.92 | 0.39
1745299791.78 | 0.01 | 351.68 | F4 | 12.13 | 0.53
1745299791.80 | 0.02 | 1110.66 | C#6 | 3.01 | 0.43
1745299791.80 | 0.00 | 349.15 | F4 | -0.37 | 0.37
1745299791.84 | 0.04 | 350.67 | F4 | 7.14 | 0.42
1745299791.85 | 0.01 | 353.72 | F4 | 22.14 | 0.37
1745299791.89 | 0.04 | 338.63 | E~4 | -3.35 | 0.41
1745299791.92 | 0.04 | 329.99 | E4 | 1.92 | 0.34
1745299791.93 | 0.01 | 334.07 | E4 | 23.15 | 0.31
1745299791.96 | 0.02 | 336.85 | E~4 | -12.49 | 0.35
1745299791.96 | 0.00 | 334.60 | E~4 | -24.07 | 0.38
1745299791.97 | 0.01 | 332.39 | E4 | 14.45 | 0.33
1745299792.00 | 0.04 | 330.52 | E4 | 4.70 | 0.25
1745299792.02 | 0.01 | 335.91 | E~4 | -17.33 | 0.23
1745299792.03 | 0.01 | 331.97 | E4 | 12.28 | 0.21
1745299792.05 | 0.02 | 331.53 | E4 | 9.98 | 0.29
1745299792.05 | 0.00 | 328.19 | E4 | -7.59 | 0.17
1745299792.06 | 0.01 | 331.53 | E4 | 9.96 | 0.19
1745299792.10 | 0.04 | 1046.46 | C6 | -0.08 | 0.26
1745299792.18 | 0.04 | 506.34 | B~4 | -6.87 | 0.20
1745299792.19 | 0.01 | 612.42 | D~5 | 22.43 | 0.22
1745299792.22 | 0.02 | 1101.84 | C#6 | -10.79 | 0.28
1745299792.22 | 0.00 | 481.64 | B`4 | 6.54 | 0.30
1745299792.24 | 0.02 | 233.84 | B-3 | 5.59 | 0.24
1745299792.24 | 0.00 | 473.79 | B`4 | -21.90 | 0.25
1745299792.26 | 0.02 | 364.83 | F#4 | -24.36 | 0.17
1745299792.26 | 0.00 | 1577.47 | G6 | 10.44 | 0.17
1745299792.30 | 0.02 | 575.37 | C#~5 | 14.38 | 0.29
1745299792.31 | 0.01 | 581.24 | D5 | -18.05 | 0.21
1745299792.33 | 0.00 | 271.43 | C~4 | 13.72 | 0.14
1745299792.44 | 0.01 | 1050.87 | C6 | 7.21 | 0.22
1745299792.46 | 0.02 | 270.04 | C~4 | 4.82 | 0.18
1745299792.46 | 0.00 | 357.06 | F~4 | -11.59 | 0.19
1745299792.50 | 0.02 | 369.14 | F#4 | -3.99 | 0.25
1745299792.50 | 0.00 | 470.44 | B-4 | 15.79 | 0.23
1745299792.53 | 0.04 | 890.91 | A5 | 21.34 | 0.28
1745299792.56 | 0.02 | 573.58 | C#~5 | 8.99 | 0.28
1745299792.56 | 0.00 | 201.50 | G~3 | -2.05 | 0.16
1745299792.58 | 0.01 | 593.03 | D5 | 16.74 | 0.23
1745299792.60 | 0.00 | 603.47 | D~5 | -3.07 | 0.16
1745299792.64 | 0.01 | 568.55 | C#~5 | -6.26 | 0.12
1745299792.69 | 0.01 | 3750.81 | B-7 | 9.95 | 0.12
1745299792.72 | 0.00 | 593.94 | D5 | 19.38 | 0.35
1745299792.73 | 0.01 | 599.97 | D~5 | -13.13 | 0.25
1745299792.74 | 0.01 | 592.57 | D5 | 15.38 | 0.34
1745299792.76 | 0.01 | 590.76 | D5 | 10.07 | 0.32
1745299792.77 | 0.01 | 599.98 | D~5 | -13.10 | 0.32
1745299792.79 | 0.02 | 602.67 | D~5 | -5.37 | 0.27
1745299792.79 | 0.00 | 591.71 | D5 | 12.87 | 0.27
1745299792.80 | 0.01 | 605.48 | D~5 | 2.70 | 0.28
1745299792.81 | 0.01 | 600.28 | D~5 | -12.23 | 0.28
1745299792.85 | 0.04 | 593.12 | D5 | 16.97 | 0.23
1745299792.89 | 0.04 | 619.98 | D#5 | -6.34 | 0.27
1745299792.90 | 0.01 | 584.19 | D5 | -9.27 | 0.27
1745299792.91 | 0.01 | 628.21 | E-5 | 16.50 | 0.23
1745299792.93 | 0.02 | 598.02 | D~5 | -18.77 | 0.14
1745299792.93 | 0.00 | 590.39 | D5 | 9.00 | 0.15
1745299792.97 | 0.04 | 530.50 | C5 | 23.82 | 0.36
1745299792.98 | 0.01 | 522.94 | C5 | -1.04 | 0.38
1745299792.99 | 0.01 | 534.09 | C~5 | -14.52 | 0.37
1745299793.05 | 0.02 | 495.99 | B4 | 7.37 | 0.38
1745299793.05 | 0.00 | 516.86 | C5 | -21.28 | 0.44
1745299793.07 | 0.00 | 575.83 | C#~5 | 15.77 | 0.34
1745299793.09 | 0.01 | 565.94 | C#~5 | -14.22 | 0.28
1745299793.10 | 0.01 | 589.24 | D5 | 5.61 | 0.35
1745299793.13 | 0.04 | 565.97 | C#~5 | -14.14 | 0.27
1745299793.15 | 0.01 | 594.71 | D5 | 21.62 | 0.19
1745299793.16 | 0.01 | 584.48 | D5 | -8.42 | 0.27
1745299793.18 | 0.02 | 582.67 | D5 | -13.80 | 0.31
1745299793.18 | 0.00 | 541.61 | C~5 | 9.71 | 0.31
1745299793.19 | 0.01 | 535.75 | C~5 | -9.13 | 0.31
1745299793.20 | 0.01 | 531.86 | C~5 | -21.74 | 0.44
1745299793.22 | 0.01 | 532.83 | C~5 | -18.61 | 0.29
1745299793.23 | 0.01 | 526.20 | C5 | 9.74 | 0.28
1745299793.25 | 0.02 | 546.26 | C~5 | 24.50 | 0.36
1745299793.25 | 0.00 | 556.48 | C#5 | 6.60 | 0.44
1745299793.26 | 0.01 | 528.65 | C5 | 17.79 | 0.46
1745299793.27 | 0.01 | 529.81 | C5 | 21.56 | 0.54
1745299793.30 | 0.02 | 519.74 | C5 | -11.64 | 0.45
1745299793.30 | 0.00 | 519.92 | C5 | -11.06 | 0.40
1745299793.31 | 0.01 | 510.94 | B~4 | 8.78 | 0.32
1745299793.32 | 0.01 | 528.38 | C5 | 16.89 | 0.25
1745299793.33 | 0.01 | 517.53 | C5 | -19.05 | 0.27
1745299793.35 | 0.02 | 531.32 | C~5 | -23.50 | 0.35
1745299793.35 | 0.00 | 527.87 | C5 | 15.23 | 0.47
1745299793.37 | 0.01 | 502.57 | B~4 | -19.83 | 0.51
1745299793.39 | 0.02 | 478.30 | B`4 | -5.51 | 0.49
1745299793.39 | 0.00 | 471.68 | B-4 | 20.38 | 0.43
1745299793.40 | 0.01 | 474.60 | B`4 | -18.95 | 0.32
1745299793.41 | 0.01 | 494.07 | B4 | 0.64 | 0.35
1745299793.46 | 0.01 | 511.05 | B~4 | 9.14 | 0.49
1745299793.48 | 0.02 | 1118.61 | C#6 | 15.36 | 0.52
1745299793.48 | 0.00 | 1033.15 | C6 | -22.23 | 0.48
1745299793.50 | 0.01 | 462.78 | A#4 | -12.61 | 0.38
1745299793.52 | 0.02 | 452.86 | A~4 | -0.12 | 0.59
1745299793.52 | 0.00 | 1400.44 | F6 | 4.37 | 0.45
1745299793.54 | 0.02 | 456.89 | A~4 | 15.21 | 0.36
1745299793.54 | 0.00 | 1181.50 | D6 | 10.05 | 0.34
1745299793.58 | 0.04 | 1190.88 | D6 | 23.74 | 0.52
1745299793.62 | 0.00 | 456.35 | A~4 | 13.17 | 0.51
1745299793.70 | 0.04 | 474.89 | B`4 | -17.91 | 0.55
1745299793.72 | 0.02 | 489.06 | B4 | -16.99 | 0.33
1745299793.72 | 0.00 | 988.55 | B5 | 1.37 | 0.43
1745299793.73 | 0.01 | 997.01 | B5 | 16.12 | 0.39
1745299793.75 | 0.01 | 455.21 | A~4 | 8.83 | 0.63
1745299793.79 | 0.04 | 596.09 | D~5 | -24.37 | 0.49
1745299793.80 | 0.01 | 442.25 | A4 | 8.84 | 0.36
1745299793.82 | 0.02 | 467.35 | B-4 | 4.42 | 0.42
1745299793.83 | 0.00 | 448.03 | A~4 | -18.68 | 0.51
1745299793.84 | 0.01 | 447.44 | A~4 | -20.96 | 0.52
1745299793.85 | 0.01 | 448.66 | A~4 | -16.26 | 0.59
1745299793.87 | 0.02 | 446.32 | A4 | 24.68 | 0.38
1745299793.87 | 0.00 | 445.87 | A4 | 22.93 | 0.27
1745299793.88 | 0.01 | 405.42 | G~4 | 8.29 | 0.36
1745299793.89 | 0.01 | 398.16 | G~4 | -22.98 | 0.30
1745299793.91 | 0.01 | 397.53 | G4 | 24.29 | 0.34
1745299793.93 | 0.02 | 407.19 | G~4 | 15.84 | 0.33
1745299793.93 | 0.00 | 402.85 | G~4 | -2.73 | 0.43
1745299793.94 | 0.01 | 409.33 | G~4 | 24.90 | 0.36
1745299793.96 | 0.02 | 397.94 | G~4 | -23.95 | 0.29
1745299793.96 | 0.00 | 405.30 | G~4 | 7.79 | 0.45
1745299793.98 | 0.01 | 590.65 | D5 | 9.77 | 0.37
1745299793.99 | 0.01 | 593.60 | D5 | 18.40 | 0.52
1745299794.00 | 0.01 | 609.14 | D~5 | 13.13 | 0.33
1745299794.01 | 0.01 | 619.91 | D#5 | -6.53 | 0.41
1745299794.03 | 0.02 | 1246.14 | E-6 | 2.27 | 0.36
1745299794.03 | 0.00 | 1133.59 | C#~6 | -11.61 | 0.41
1745299794.05 | 0.01 | 355.75 | F~4 | -17.97 | 0.35
1745299794.06 | 0.01 | 354.51 | F~4 | -24.03 | 0.39
1745299794.07 | 0.01 | 1275.58 | E`6 | -7.31 | 0.43
1745299794.09 | 0.02 | 349.65 | F4 | 2.11 | 0.35
1745299794.09 | 0.00 | 350.33 | F4 | 5.46 | 0.39
1745299794.10 | 0.01 | 350.76 | F4 | 7.59 | 0.44
1745299794.13 | 0.02 | 349.34 | F4 | 0.54 | 0.64
1745299794.13 | 0.00 | 351.63 | F4 | 11.87 | 0.64
1745299794.15 | 0.02 | 349.71 | F4 | 2.38 | 0.52
1745299794.15 | 0.00 | 349.60 | F4 | 1.84 | 0.44
1745299794.16 | 0.01 | 1142.37 | C#~6 | 1.75 | 0.70
1745299794.17 | 0.01 | 1121.37 | C#6 | 19.62 | 0.58
1745299794.21 | 0.04 | 1087.42 | C~6 | 16.40 | 0.54
1745299794.23 | 0.02 | 1065.49 | C~6 | -18.87 | 0.26
1745299794.23 | 0.00 | 350.77 | F4 | 7.61 | 0.23
1745299794.24 | 0.01 | 364.09 | F~4 | 22.14 | 0.16
1745299794.26 | 0.01 | 945.11 | B-5 | 23.57 | 0.48
1745299794.28 | 0.02 | 975.57 | B5 | -21.52 | 0.52
1745299794.28 | 0.00 | 930.54 | A#5 | -3.33 | 0.61
1745299794.29 | 0.01 | 992.49 | B5 | 8.26 | 0.47
1745299794.31 | 0.02 | 1037.16 | C6 | -15.52 | 0.54
1745299794.31 | 0.00 | 461.06 | A#4 | -19.07 | 0.37
1745299794.33 | 0.01 | 371.29 | F#4 | 6.06 | 0.44
1745299794.34 | 0.01 | 1031.05 | B~5 | 24.25 | 0.37
1745299794.37 | 0.04 | 937.62 | B-5 | 9.81 | 0.56
1745299794.41 | 0.04 | 534.35 | C~5 | -13.67 | 0.27
1745299794.42 | 0.01 | 265.64 | C~4 | -23.64 | 0.15
1745299794.50 | 0.00 | 4176.83 | C8 | -3.80 | 0.34
1745299794.51 | 0.01 | 1293.61 | E`6 | 16.99 | 0.35
1745299794.55 | 0.02 | 315.33 | E-4 | 23.24 | 0.36
1745299794.55 | 0.00 | 1142.67 | C#~6 | 2.20 | 0.33
1745299794.56 | 0.01 | 1014.68 | B~5 | -3.45 | 0.36
1745299794.57 | 0.01 | 310.28 | D#4 | -4.72 | 0.42
1745299794.60 | 0.02 | 1054.45 | C6 | 13.09 | 0.43
1745299794.60 | 0.00 | 608.76 | D~5 | 12.05 | 0.35
1745299794.61 | 0.01 | 609.25 | D~5 | 13.44 | 0.35
1745299794.63 | 0.02 | 1010.00 | B~5 | -11.47 | 0.35
1745299794.63 | 0.00 | 990.38 | B5 | 4.58 | 0.35
1745299794.64 | 0.01 | 971.65 | B`5 | 21.52 | 0.41
1745299794.65 | 0.01 | 261.76 | C4 | 0.92 | 0.38
1745299794.67 | 0.01 | 262.69 | C4 | 7.02 | 0.18
1745299794.69 | 0.02 | 263.85 | C4 | 14.67 | 0.21
1745299794.69 | 0.00 | 938.78 | B-5 | 11.95 | 0.21
1745299794.70 | 0.01 | 576.72 | C#~5 | 18.45 | 0.40
1745299794.72 | 0.02 | 554.73 | C#5 | 1.14 | 0.36
1745299794.73 | 0.01 | 585.37 | D5 | -5.78 | 0.23
1745299794.78 | 0.04 | 680.15 | E~5 | 4.03 | 0.43
1745299794.79 | 0.01 | 680.74 | E~5 | 5.53 | 0.54
1745299794.81 | 0.01 | 696.51 | F5 | -4.82 | 0.49
1745299794.84 | 0.04 | 650.41 | E5 | -23.37 | 0.54
1745299794.85 | 0.01 | 661.79 | E5 | 6.65 | 0.37
1745299794.88 | 0.02 | 706.24 | F5 | 19.19 | 0.32
1745299794.89 | 0.01 | 711.09 | F~5 | -18.96 | 0.31
1745299794.91 | 0.02 | 707.07 | F5 | 21.21 | 0.29
1745299794.91 | 0.00 | 698.48 | F5 | 0.05 | 0.23
1745299794.92 | 0.01 | 703.52 | F5 | 12.50 | 0.26
1745299794.96 | 0.04 | 706.62 | F5 | 20.11 | 0.18
1745299795.00 | 0.04 | 712.70 | F~5 | -15.04 | 0.33
1745299795.01 | 0.01 | 707.46 | F5 | 22.18 | 0.31
1745299795.03 | 0.02 | 705.83 | F5 | 18.19 | 0.27
1745299795.03 | 0.00 | 708.60 | F5 | 24.95 | 0.20
1745299795.09 | 0.02 | 518.37 | C5 | -16.22 | 0.21
1745299795.09 | 0.00 | 713.32 | F~5 | -13.55 | 0.24
1745299795.10 | 0.01 | 332.25 | E4 | 13.71 | 0.22
1745299795.12 | 0.02 | 613.74 | D#5 | -23.84 | 0.26
1745299795.12 | 0.00 | 633.71 | E`5 | -18.41 | 0.21
1745299795.14 | 0.01 | 666.61 | E5 | 19.21 | 0.31
1745299795.15 | 0.01 | 678.80 | E~5 | 0.58 | 0.22
1745299795.18 | 0.04 | 637.84 | E`5 | -7.16 | 0.21
1745299795.20 | 0.01 | 642.36 | E`5 | 5.06 | 0.17
1745299795.21 | 0.01 | 684.93 | E~5 | 16.14 | 0.19
1745299795.24 | 0.04 | 398.78 | G~4 | -20.31 | 0.26
1745299795.25 | 0.01 | 586.45 | D5 | -2.60 | 0.33
1745299795.28 | 0.02 | 565.67 | C#~5 | -15.05 | 0.24
1745299795.28 | 0.00 | 565.71 | C#~5 | -14.93 | 0.17
1745299795.29 | 0.01 | 555.73 | C#5 | 4.26 | 0.15
1745299795.30 | 0.01 | 556.79 | C#5 | 7.55 | 0.22
1745299795.32 | 0.02 | 561.69 | C#5 | 22.72 | 0.22
1745299795.32 | 0.00 | 562.37 | C#5 | 24.81 | 0.24
1745299795.36 | 0.04 | 574.13 | C#~5 | 10.66 | 0.26
1745299795.37 | 0.01 | 297.04 | D4 | 19.78 | 0.21
1745299795.38 | 0.01 | 916.92 | A~5 | 21.16 | 0.26
1745299795.41 | 0.02 | 476.98 | B`4 | -10.28 | 0.23
1745299795.41 | 0.00 | 440.83 | A4 | 3.25 | 0.31
1745299795.42 | 0.01 | 457.79 | A~4 | 18.63 | 0.23
1745299795.43 | 0.01 | 448.93 | A~4 | -15.20 | 0.20
1745299795.47 | 0.04 | 443.21 | A4 | 12.59 | 0.17
1745299795.48 | 0.01 | 446.86 | A~4 | -23.23 | 0.17
1745299795.49 | 0.01 | 446.10 | A4 | 23.85 | 0.21
1745299795.51 | 0.02 | 450.67 | A~4 | -8.53 | 0.18
1745299795.51 | 0.00 | 437.85 | A4 | -8.46 | 0.24
1745299795.52 | 0.01 | 433.39 | G#~4 | 23.78 | 0.20
1745299795.54 | 0.01 | 558.28 | C#5 | 12.19 | 0.20
1745299795.55 | 0.01 | 552.77 | C#5 | -5.00 | 0.16
1745299795.57 | 0.02 | 547.91 | C#5 | -20.29 | 0.22
1745299795.57 | 0.00 | 551.21 | C#5 | -9.89 | 0.23
1745299795.58 | 0.01 | 543.61 | C~5 | 16.07 | 0.23
1745299795.59 | 0.01 | 543.49 | C~5 | 15.71 | 0.23
1745299795.62 | 0.02 | 552.02 | C#5 | -7.33 | 0.20
1745299795.62 | 0.00 | 556.46 | C#5 | 6.52 | 0.15
1745299795.63 | 0.01 | 546.38 | C~5 | 24.87 | 0.19
1745299795.64 | 0.01 | 553.41 | C#5 | -2.98 | 0.22
1745299795.65 | 0.01 | 1085.32 | C~6 | 13.06 | 0.21
1745299795.68 | 0.02 | 1129.72 | C#~6 | -17.53 | 0.27
1745299795.68 | 0.00 | 350.86 | F4 | 8.06 | 0.18
1745299795.69 | 0.01 | 555.59 | C#5 | 3.82 | 0.20
1745299795.71 | 0.02 | 548.20 | C#5 | -19.36 | 0.24
1745299795.71 | 0.00 | 569.43 | C#~5 | -3.59 | 0.22
1745299795.72 | 0.01 | 172.27 | F3 | -23.44 | 0.28
1745299795.75 | 0.02 | 540.07 | C~5 | 4.76 | 0.21
1745299795.75 | 0.00 | 1150.25 | C#~6 | 13.65 | 0.19
1745299795.77 | 0.02 | 1153.41 | C#~6 | 18.39 | 0.27
1745299795.77 | 0.00 | 172.27 | F3 | -23.44 | 0.31
1745299795.80 | 0.04 | 569.31 | C#~5 | -3.96 | 0.26
1745299795.82 | 0.01 | 448.16 | A~4 | -18.19 | 0.20
1745299795.84 | 0.02 | 473.25 | B`4 | -23.87 | 0.16
1745299795.84 | 0.00 | 439.62 | A4 | -1.49 | 0.19
